PC31	AC184	Byculla
PC31	AC185	Malabar Hill
PC31	AC186	Mumbadevi
PC31	AC187	Colaba
PC32	AC191	Pen
PC32	AC192	Alibag
PC32	AC193	Shrivardhan
PC32	AC194	Mahad
PC32	AC263	Dapoli
PC32	AC264	Guhagar
PC33	AC188	Panvel
PC33	AC189	Karjat
PC33	AC190	Uran
PC33	AC204	Maval
PC33	AC205	Chinchwad
PC33	AC206	Pimpri (SC)
PC34	AC208	Vadgaon Sheri
PC34	AC209	Shivajinagar
PC34	AC210	Kothrud
PC34	AC212	Parvati
PC34	AC214	Pune Cantonment (SC)
PC34	AC215	Kasba Peth
PC35	AC199	Daund
PC35	AC200	Indapur
PC35	AC201	Baramati
PC35	AC202	Purandar
PC35	AC203	Bhor
PC35	AC211	Khadakwasala
PC36	AC195	Junnar
PC36	AC196	Ambegaon
PC36	AC197	Khed Alandi
PC36	AC198	Shirur
PC36	AC207	Bhosari
PC36	AC213	Hadapsar
PC37	AC222	Shevgaon
PC37	AC223	Rahuri
PC37	AC224	Parner
PC37	AC225	Ahmednagar City
PC37	AC226	Shrigonda
PC37	AC227	Karjat Jamkhed
PC38	AC216	Akole (ST)
PC38	AC217	Sangamner
PC38	AC218	Shirdi
PC38	AC219	Kopargaon
PC38	AC220	Shrirampur (SC)
PC38	AC221	Nevasa
PC39	AC228	Georai
PC39	AC229	Majalgaon
PC39	AC230	Beed
PC39	AC231	Ashti
PC39	AC232	Kaij (SC)
PC39	AC233	Parli
PC40	AC239	Ausa
PC40	AC240	Umarga (SC)
PC40	AC241	Tuljapur
PC40	AC242	Osmanabad
PC40	AC243	Paranda
PC40	AC246	Barshi
PC41	AC234	Latur Rural
PC41	AC235	Latur City
PC41	AC236	Ahmadpur
PC41	AC237	Udgir (SC)
PC41	AC238	Nilanga
PC41	AC088	Loha
PC42	AC247	Mohol (SC)
PC42	AC248	Solapur City North
PC42	AC249	Solapur City Central
PC42	AC250	Akkalkot
PC42	AC251	Solapur South
PC42	AC252	Pandharpur
PC43	AC244	Karmala
PC43	AC245	Madha
PC43	AC253	Sangole
PC43	AC254	Malshiras (SC)
PC43	AC255	Phaltan (SC)
PC43	AC258	Man
PC44	AC281	Miraj (SC)
PC44	AC282	Sangli
PC44	AC285	Palus-Kadegaon
PC44	AC286	Khanapur
PC44	AC287	Tasgaon-Kavathe Mahankal
PC44	AC288	Jat
PC45	AC256	Wai
PC45	AC257	Koregaon
PC45	AC259	Karad North
PC45	AC260	Karad South
PC45	AC261	Patan
PC45	AC262	Satara
PC46	AC265	Chiplun
PC46	AC266	Ratnagiri
PC46	AC267	Rajapur
PC46	AC268	Kankavli
PC46	AC269	Kudal
PC46	AC270	-Sawantwadi
PC47	AC271	Chandgad
PC47	AC272	Radhanagari
PC47	AC273	Kagal
PC47	AC274	Kolhapur South
PC47	AC275	Karvir
PC47	AC276	Kolhapur North
PC48	AC277	Shahuwadi
PC48	AC278	Hatkanangle (SC)
PC48	AC279	Ichalkaranji
PC48	AC280	Shirol
PC48	AC283	Islampur
PC48	AC284	Shirala
